08-slytherin-industry,00-avengers-company_business,04-iGMM-company_business
"['technology', 'electronics', 'consumer electronics']","['industries', 'electronics', 'technology', 'technology hardware and instruments', 'electrical products']",[]
"['financial services', 'asset management']","['energy', 'oil and gas']","['financial services', 'asset management']"
"['communication services', 'advertising', 'technology']",,"['basic materials', 'construction materials']"
['financial services'],"['industries', 'industry machinery']","['financial services', 'asset management']"
"['consumer cyclical', 'retail']","['industries', 'industry machinery']",['industries']
"['basic materials', 'construction materials']","['basic materials', 'precious metals', 'mining']","['consumer cyclical', 'retail']"
"['consumer cyclical', 'tyres', 'automobile', 'automobile parts']","['technology', 'software and it']","['communication services', 'advertising', 'technology']"
['industries'],"['technology', 'electronics', 'consumer electronics']",['financial services']
"['music', 'entertainment', 'leisure', 'software products', 'technology hardware and instruments']","['industries', 'consumer services', 'consulting services']","['consumer cyclical', 'tyres', 'automobile']"
"['consumer defensive', 'education', 'software and it', 'technology']","['financial services', 'banking services']","['music', 'entertainment', 'leisure']"
"['financial services', 'asset management']","['industries', 'investments', 'conglomerate']","['consumer defensive', 'education', 'software and it']"
"['financial services', 'insurance']","['financial services', 'asset management']","['financial services', 'insurance']"
"['technology', 'software and it']","['consumer defensive', 'education', 'software and it', 'technology']",['real estate']
"['industries', 'industry machinery']","['music', 'entertainment', 'leisure', 'software products', 'technology hardware and instruments']","['healthcare', 'biotechnology', 'biopharmaceutical']"
"['healthcare', 'biotechnology', 'biopharmaceutical']","['consumer cyclical', 'tyres', 'automobile', 'automobile parts']","['basic materials', 'gold mining', 'mining']"
"['communication services', 'publishing']",financial services,"['industries', 'electrical products']"
"['technology', 'electronics', 'capital goods']","['communication services', 'advertising', 'technology']","['technology', 'electronics', 'capital goods']"
"['industries', 'electrical products']","['consumer cyclical', 'retail']","['technology', 'software and it']"
"['healthcare', 'hospitals']",industries,"['industries', 'industry machinery']"
['real estate'],"['financial services', 'asset management']","['communication services', 'publishing']"
"['basic materials', 'gold mining', 'mining']","['basic materials', 'construction materials']","['healthcare', 'hospitals']"
"['communication services', 'telecom', 'utilities', 'telecom equipment']","['financial services', 'insurance']","['communication services', 'telecom', 'utilities']"
"['industries', 'electrical products', 'cables and wires']","['healthcare', 'hospitals']","['basic materials', 'paper and pulp']"
"['utilities', 'gas utilities']","['communication services', 'publishing']","['consumer cyclical', 'consumer goods', 'retail']"
"['energy', 'transportation', 'consumer services', 'marine transportation', 'oil and gas']","['industries', 'industry machinery']","['financial services', 'asset management']"
"['basic materials', 'paper and pulp']","['technology', 'software and it']","['industries', 'aerospace and defense']"
['property investments'],"['technology', 'electronics', 'capital goods']",['property investments']
"['industries', 'aerospace and defense']","['industries', 'electrical products']","['energy', 'transportation', 'consumer services']"
"['technology', 'telecom', 'utilities', 'telecom equipment', 'communications equipment']","['basic materials', 'gold mining', 'mining']","['technology', 'telecom', 'utilities']"
"['financial services', 'asset management']","['healthcare', 'biotechnology', 'biopharmaceutical']","['utilities', 'gas utilities']"
"['consumer cyclical', 'consumer goods', 'retail']",real estate,"['industries', 'electrical products', 'cables and wires']"
['healthcare'],"['communication services', 'telecom', 'utilities', 'telecom equipment']",['healthcare']
"['healthcare', 'biotechnology']","['industries', 'electrical products', 'cables and wires']","['basic materials', 'chemicals']"
"['industries', 'industry machinery']","['utilities', 'gas utilities']","['communication services', 'publishing']"
"['real estate', 'construction']","['energy', 'transportation', 'consumer services', 'marine transportation', 'oil and gas']",['real estate']
"['healthcare', 'pharmaceutical', 'healthcare products']",property investments,"['industries', 'aerospace and defense']"
"['industries', 'aerospace and defense']","['technology', 'telecom', 'utilities', 'telecom equipment', 'communications equipment']","['healthcare', 'pharmaceutical', 'healthcare products']"
"['communication services', 'publishing']","['industries', 'aerospace and defense']","['basic materials', 'gold mining', 'mining']"
"['basic materials', 'gold mining', 'mining']","['financial services', 'asset management']","['industries', 'industry machinery']"
['real estate'],"['consumer cyclical', 'consumer goods', 'retail']","['real estate', 'construction']"
"['basic materials', 'chemicals']","['basic materials', 'paper and pulp']","['healthcare', 'biotechnology']"
"['industries', 'industry machinery']",healthcare,"['industries', 'industry machinery']"
"['basic materials', 'mining']","['healthcare', 'biotechnology']",['financial services']
"['industries', 'metal fabrication products']","['real estate', 'construction']","['industries', 'logistics', 'courier']"
['industries'],"['industries', 'industry machinery']","['technology', 'software and it infrastructure']"
"['industries', 'logistics', 'courier', 'freight transport']","['basic materials', 'gold mining', 'mining']","['industries', 'metal fabrication products']"
"['industries', 'construction']","['healthcare', 'pharmaceutical', 'healthcare products']","['communication services', 'broadcasting']"
"['communication services', 'broadcasting']","['industries', 'aerospace and defense']","['industries', 'construction']"
"['technology', 'software and it infrastructure']",real estate,['industries']
"['healthcare', 'biotechnology']","['communication services', 'publishing']","['basic materials', 'mining']"
['financial services'],"['basic materials', 'chemicals']","['healthcare', 'biotechnology']"
"['consumer defensive', 'food chains / distributor']","['industries', 'metal fabrication products']","['consumer cyclical', 'apparels and accessories', 'textile']"
"['real estate', 'property investments']","['technology', 'software and it infrastructure']","['real estate', 'financial services']"
"['furniture', 'engineering products', 'building products and equipment']","['industries', 'logistics', 'courier', 'freight transport']","['technology', 'software and it']"
"['consumer cyclical', 'apparels and accessories', 'textile']",financial services,"['real estate', 'property investments', 'commercial properties']"
"['energy', 'oil and gas', 'oil refining', 'petrochemicals', 'fertilizers']","['industries', 'industry machinery']","['basic materials', 'mining']"
"['basic materials', 'mining']","['healthcare', 'biotechnology']","['real estate', 'property investments']"
"['real estate', 'property investments', 'commercial properties']","['basic materials', 'mining']","['consumer defensive', 'retail']"
"['technology', 'software and it']",industries,"['energy', 'oil and gas', 'oil refining']"
"['consumer defensive', 'retail']","['industries', 'construction']","['furniture', 'engineering products', 'building products and equipment']"
"['real estate', 'financial services']","['communication services', 'broadcasting']","['consumer defensive', 'food chains / distributor']"
"['financial services', 'banking services']","['consumer cyclical', 'apparels and accessories', 'textile']","['financial services', 'banking services']"
['logistics'],"['consumer defensive', 'food chains / distributor']","['basic materials', 'mining']"
"['technology', 'electronics', 'capital goods']","['furniture', 'engineering products', 'building products and equipment']","['financial services', 'banking services']"
"['utilities', 'gas utilities']","['energy', 'oil and gas', 'oil refining', 'petrochemicals', 'fertilizers']","['basic materials', 'gold mining', 'mining']"
"['financial services', 'banking services']","['consumer defensive', 'retail']","['financial services', 'insurance']"
"['consumer cyclical', 'apparels and accessories', 'consumer services', 'retail']","['real estate', 'property investments']","['basic materials', 'chemicals']"
"['financial services', 'insurance']","['basic materials', 'mining']",['logistics']
"['basic materials', 'chemicals']","['real estate', 'property investments', 'commercial properties']","['utilities', 'gas utilities']"
"['basic materials', 'mining']","['technology', 'software and it']","['technology', 'electronics', 'capital goods']"
"['basic materials', 'gold mining', 'mining', 'metals', 'precious metals']","['real estate', 'financial services']","['consumer cyclical', 'apparels and accessories', 'consumer services']"
"['consumer cyclical', 'retail', 'department stores']","['financial services', 'banking services']","['consumer cyclical', 'retail', 'department stores']"
"['financial services', 'asset management']","['consumer cyclical', 'apparels and accessories', 'consumer services', 'retail']","['financial services', 'asset management']"
"['financial services', 'banking services']","['technology', 'electronics', 'capital goods']",['shell company']
"['utilities', 'oil and gas', 'energy', 'electric utilities']","['utilities', 'gas utilities']","['communication services', 'telecom']"
"['consumer cyclical', 'apparels and accessories', 'consumer services', 'retail']",logistics,"['financial services', 'asset management']"
['shell company'],"['basic materials', 'chemicals']","['consumer cyclical', 'apparels and accessories', 'consumer services']"
"['financial services', 'asset management']","['financial services', 'insurance']","['industries', 'electrical products']"
"['industries', 'electrical products']","['basic materials', 'gold mining', 'mining', 'metals', 'precious metals']","['financial services', 'banking services']"
"['technology', 'software and it']","['financial services', 'banking services']","['technology', 'software and it']"
"['communication services', 'telecom']","['basic materials', 'mining']","['utilities', 'oil and gas', 'energy']"
"['financial services', 'asset management']","['consumer cyclical', 'retail', 'department stores']","['financial services', 'asset management']"
"['healthcare', 'hospitals']","['utilities', 'oil and gas', 'energy', 'electric utilities']","['consumer cyclical', 'retail']"
"['consumer defensive', 'agriculture related', 'agriculture products', 'farming / seeds / milling']","['technology', 'software and it']","['utilities', 'gas utilities']"
"['utilities', 'gas utilities']","['financial services', 'banking services']","['technology', 'electronics', 'consumer electronics']"
['paper and pulp'],"['industries', 'electrical products']",['real estate']
['real estate'],"['consumer cyclical', 'apparels and accessories', 'consumer services', 'retail']","['consumer cyclical', 'retail']"
"['consumer cyclical', 'retail']","['financial services', 'asset management']","['consumer durables', 'electrical products', 'home appliances']"
"['technology', 'electronics', 'consumer electronics']","['communication services', 'telecom']","['healthcare', 'hospitals']"
"['consumer durables', 'electrical products', 'home appliances', 'home furnishing']",shell company,"['consumer defensive', 'agriculture related', 'agriculture products']"
"['consumer cyclical', 'retail']","['financial services', 'asset management']",['paper and pulp']
"['consumer defensive', 'fmcg', 'package foods', 'food products']","['financial services', 'asset management']","['financial services', 'banking services']"
"['funeral services provider', 'consumer services']",paper and pulp,"['consumer defensive', 'fmcg', 'package foods']"
"['utilities', 'electricity generation']","['consumer defensive', 'agriculture related', 'agriculture products', 'farming / seeds / milling']","['energy', 'oil and gas']"
"['industries', 'industry machinery']","['healthcare', 'hospitals']","['utilities', 'electricity generation']"
"['energy', 'oil and gas']","['consumer durables', 'electrical products', 'home appliances', 'home furnishing']",['real estate']
['real estate'],"['consumer cyclical', 'retail']",['financial services']
['financial services'],real estate,"['consumer cyclical', 'automobile', 'automobile parts']"
"['financial services', 'banking services']","['technology', 'electronics', 'consumer electronics']","['funeral services provider', 'consumer services']"
"['financial services', 'banking services']","['utilities', 'gas utilities']","['industries', 'industry machinery']"
"['consumer cyclical', 'automobile', 'automobile parts']","['consumer cyclical', 'retail']","['financial services', 'banking services']"
"['basic materials', 'chemicals']","['financial services', 'banking services']","['basic materials', 'chemicals']"
"['industries', 'industry machinery']","['financial services', 'banking services']","['consumer cyclical', 'apparels and accessories']"
"['consumer cyclical', 'healthcare service', 'consumer services']","['industries', 'industry machinery']","['healthcare', 'pharmaceutical']"
"['consumer cyclical', 'apparels and accessories']","['funeral services provider', 'consumer services']","['basic materials', 'chemicals']"
"['basic materials', 'chemicals']","['consumer cyclical', 'automobile', 'automobile parts']","['financial services', 'asset management']"
"['healthcare', 'biotechnology']",financial services,"['healthcare', 'biotechnology']"
"['industries', 'airports operating']",real estate,"['industries', 'airports operating']"
"['agriculture products', 'agriculture related', 'farming / seeds / milling']","['utilities', 'electricity generation']","['consumer cyclical', 'healthcare service', 'consumer services']"
"['financial services', 'asset management']","['energy', 'oil and gas']","['agriculture products', 'agriculture related', 'farming / seeds / milling']"
"['healthcare', 'pharmaceutical']","['consumer defensive', 'fmcg', 'package foods', 'food products']","['industries', 'industry machinery']"
"['basic materials', 'iron and steel', 'metals']","['basic materials', 'chemicals']","['basic materials', 'iron and steel', 'metals']"
"['financial services', 'banking services']","['industries', 'industry machinery']","['basic materials', 'chemicals']"
['real estate'],"['agriculture products', 'agriculture related', 'farming / seeds / milling']","['consumer cyclical', 'automobile', 'automobile parts']"
"['communication services', 'telecom']","['consumer cyclical', 'healthcare service', 'consumer services']","['communication services', 'telecom']"
"['technology', 'software and it']","['industries', 'airports operating']","['construction materials', 'cement']"
"['consumer cyclical', 'automobile', 'automobile parts', 'capital goods']","['healthcare', 'biotechnology']","['healthcare', 'healthcare products', 'pharmaceutical']"
"['healthcare', 'healthcare products', 'pharmaceutical']","['financial services', 'asset management']","['financial services', 'asset management']"
"['construction materials', 'cement']","['basic materials', 'chemicals']","['financial services', 'banking services']"
"['financial services', 'asset management']","['healthcare', 'pharmaceutical']",['real estate']
"['basic materials', 'chemicals']","['consumer cyclical', 'apparels and accessories']","['technology', 'software and it']"
"['technology', 'electronics', 'consumer electronics']","['basic materials', 'iron and steel', 'metals']","['communication services', 'advertising', 'marketing services']"
"['industries', 'industry machinery', 'electrical products']","['technology', 'software and it']","['consumer defensive', 'fmcg', 'package foods']"
"['basic materials', 'metals', 'mining']",real estate,"['basic materials', 'metals', 'mining']"
"['communication services', 'advertising', 'marketing services']","['financial services', 'banking services']","['energy', 'oil and gas']"
"['industries', 'metal fabrication products']","['financial services', 'asset management']","['technology', 'electronics', 'consumer electronics']"
"['industries', 'construction']","['construction materials', 'cement']","['industries', 'metal fabrication products']"
"['consumer defensive', 'fmcg', 'package foods', 'food products']","['healthcare', 'healthcare products', 'pharmaceutical']","['industries', 'construction']"
"['energy', 'oil and gas']","['consumer cyclical', 'automobile', 'automobile parts', 'capital goods']","['energy', 'petrochemicals', 'oil and gas']"
"['real estate', 'property investments']","['communication services', 'telecom']","['real estate', 'property investments']"
"['energy', 'petrochemicals', 'oil and gas']","['basic materials', 'chemicals']","['industries', 'industry machinery', 'electrical products']"
"['financial services', 'banking services']","['communication services', 'advertising', 'marketing services']","['financial services', 'banking services']"
"['financial services', 'stock markets, trading, capital markets']","['industries', 'industry machinery', 'electrical products']","['technology', 'communications equipment']"
"['technology', 'electronics', 'capital goods']","['real estate', 'property investments']","['technology', 'electronics', 'capital goods']"
"['industries', 'construction materials', 'construction equipment']","['energy', 'petrochemicals', 'oil and gas']","['energy', 'oil and gas', 'oil refining']"
"['financial services', 'banking services']","['industries', 'construction']","['financial services', 'asset management']"
"['technology', 'communications equipment']","['industries', 'metal fabrication products']","['industries', 'electrical products', 'power equipment']"
"['industries', 'electrical products', 'power equipment']","['technology', 'electronics', 'consumer electronics']","['financial services', 'banking services']"
"['financial services', 'asset management']","['energy', 'oil and gas']","['consumer defensive', 'farming / seeds / milling']"
"['energy', 'oil and gas', 'oil refining']","['basic materials', 'metals', 'mining']","['industries', 'construction materials', 'construction equipment']"
"['consumer defensive', 'farming / seeds / milling']","['consumer defensive', 'fmcg', 'package foods', 'food products']","['financial services', 'stock markets, trading, capital markets']"
"['healthcare', 'pharmaceutical', 'healthcare products']","['financial services', 'banking services']","['financial services', 'asset management']"
"['financial services', 'asset management']","['financial services', 'stock markets, trading, capital markets']","['real estate', 'retail', 'property investments']"
"['consumer defensive', 'meat / poultry / fish / chicken', 'farming / seeds / milling']","['industries', 'construction materials', 'construction equipment']","['consumer defensive', 'meat / poultry / fish / chicken', 'farming / seeds / milling']"
"['technology', 'software and it', 'technology hardware and instruments', 'office equipment']","['consumer defensive', 'farming / seeds / milling']",['real estate']
['real estate'],"['financial services', 'banking services']","['technology', 'software and it']"
"['communication services', 'gaming', 'media']","['industries', 'electrical products', 'power equipment']","['communication services', 'media', 'advertising']"
"['real estate', 'retail', 'property investments', 'commercial properties']","['financial services', 'asset management']","['healthcare', 'pharmaceutical', 'healthcare products']"
"['communication services', 'media', 'advertising', 'broadcasting']","['energy', 'oil and gas', 'oil refining']","['communication services', 'gaming', 'media']"
"['technology', 'software and it']","['technology', 'electronics', 'capital goods']","['technology', 'software and it', 'technology hardware and instruments']"
['industries'],"['technology', 'communications equipment']",['industries']
"['healthcare', 'pharmaceutical', 'healthcare products', 'biopharmaceutical', 'biotechnology', 'technology']","['financial services', 'asset management']","['healthcare', 'pharmaceutical', 'healthcare products']"
"['basic materials', 'metals', 'precious metals', 'silver mining']",industries,"['financial services', 'stock markets, trading, capital markets']"
"['financial services', 'stock markets, trading, capital markets']","['technology', 'software and it', 'technology hardware and instruments', 'office equipment']","['agriculture machinery', 'construction equipment', 'lighting products']"
"['healthcare', 'pharmaceutical']","['communication services', 'gaming', 'media']","['communication services', 'telecom']"
"['utilities', 'electric utilities', 'renewable energy']","['healthcare', 'pharmaceutical', 'healthcare products']","['healthcare', 'pharmaceutical']"
"['communication services', 'telecom']","['communication services', 'media', 'advertising', 'broadcasting']","['construction materials', 'cement']"
"['consumer cyclical', 'packaging']","['technology', 'software and it']","['utilities', 'electric utilities', 'renewable energy']"
"['construction materials', 'cement']",real estate,"['basic materials', 'metals', 'precious metals']"
"['healthcare', 'pharmaceutical']","['consumer defensive', 'meat / poultry / fish / chicken', 'farming / seeds / milling']","['consumer cyclical', 'packaging']"
"['agriculture machinery', 'construction equipment', 'lighting products', 'heavy machinery']","['real estate', 'retail', 'property investments', 'commercial properties']","['healthcare', 'pharmaceutical']"
"['technology', 'software and it']","['healthcare', 'pharmaceutical', 'healthcare products', 'biopharmaceutical', 'biotechnology', 'technology']",['medical equipment']
['real estate'],"['healthcare', 'pharmaceutical']","['consumer cyclical', 'retail', 'internet or mobile app based business']"
['medical equipment'],"['consumer cyclical', 'packaging']","['consumer cyclical', 'entertainment', 'leisure']"
"['basic materials', 'cement', 'construction materials']","['basic materials', 'metals', 'precious metals', 'silver mining']","['basic materials', 'cement', 'construction materials']"
"['consumer cyclical', 'retail', 'internet or mobile app based business', 'ecommerce']","['utilities', 'electric utilities', 'renewable energy']","['consumer cyclical', 'retail', 'super markets']"
"['consumer cyclical', 'entertainment', 'leisure', 'sports related']","['construction materials', 'cement']",['real estate']
"['industries', 'aerospace and defense']","['healthcare', 'pharmaceutical']","['industries', 'aerospace and defense']"
"['consumer cyclical', 'retail', 'super markets']","['communication services', 'telecom']","['technology', 'software and it']"
"['basic materials', 'agriculture related']","['agriculture machinery', 'construction equipment', 'lighting products', 'heavy machinery']","['basic materials', 'agriculture related']"
"['utilities', 'electric utilities', 'renewable energy']","['financial services', 'stock markets, trading, capital markets']","['utilities', 'electric utilities', 'renewable energy']"
['asset management'],medical equipment,"['industries', 'construction']"
['shell company'],"['utilities', 'electric utilities', 'renewable energy']","['financial services', 'asset management']"
"['industries', 'construction']","['basic materials', 'agriculture related']","['financial services', 'asset management']"
"['financial services', 'asset management']","['technology', 'software and it']","['financial services', 'insurance']"
"['utilities', 'water utilities']","['industries', 'aerospace and defense']","['industries', 'building products and equipment']"
"['industries', 'plumbing materials']",real estate,"['real estate', 'property investments']"
"['industries', 'building products and equipment']","['consumer cyclical', 'retail', 'super markets']","['utilities', 'water utilities']"
"['financial services', 'asset management']","['basic materials', 'cement', 'construction materials']","['industries', 'plumbing materials']"
"['financial services', 'insurance']","['consumer cyclical', 'entertainment', 'leisure', 'sports related']",['shell company']
"['real estate', 'property investments']","['consumer cyclical', 'retail', 'internet or mobile app based business', 'ecommerce']",['asset management']
"['financial services', 'banking services']","['industries', 'construction']","['real estate', 'property investments']"
"['healthcare', 'biotechnology']",asset management,"['financial services', 'stock markets, trading, capital markets']"
"['real estate', 'retail', 'property investments', 'commercial properties']",shell company,"['industries', 'electrical products']"
"['financial services', 'asset management', 'investments']","['industries', 'plumbing materials']","['healthcare', 'biotechnology']"
"['financial services', 'stock markets, trading, capital markets']","['utilities', 'water utilities']","['real estate', 'retail', 'property investments']"
"['investments', 'asset management']","['real estate', 'property investments']","['investments', 'asset management']"
"['financial services', 'asset management']","['industries', 'building products and equipment']","['financial services', 'asset management']"
"['industries', 'construction']","['financial services', 'insurance']","['financial services', 'asset management', 'investments']"
"['real estate', 'property investments']","['financial services', 'asset management']","['industries', 'construction']"
"['industries', 'electrical products']","['financial services', 'asset management']","['financial services', 'banking services']"
"['basic materials', 'chemicals']","['real estate', 'property investments']","['basic materials', 'chemicals']"
"['technology', 'software and it']","['financial services', 'banking services']","['consumer cyclical', 'consumer services']"
"['industries', 'real estate', 'software and it', 'construction materials', 'investments', 'electrical products']","['industries', 'construction']","['basic materials', 'iron and steel', 'metals']"
"['retail', 'pharmacy']","['financial services', 'asset management', 'investments']","['healthcare', 'pharmaceutical']"
"['industries', 'logistics', 'freight transport', 'chemicals', 'shipping']","['financial services', 'asset management']","['technology', 'software and it']"
"['industries', 'construction']","['investments', 'asset management']","['retail', 'pharmacy']"
"['communication services', 'advertising']","['real estate', 'retail', 'property investments', 'commercial properties']","['industries', 'logistics', 'freight transport']"
"['consumer cyclical', 'consumer services']","['healthcare', 'biotechnology']","['industries', 'real estate', 'software and it']"
"['basic materials', 'iron and steel', 'metals']","['industries', 'electrical products']","['industries', 'construction']"
"['healthcare', 'pharmaceutical']","['financial services', 'stock markets, trading, capital markets']","['communication services', 'advertising']"
"['consumer defensive', 'healthcare products', 'food products', 'fmcg', 'package foods']","['basic materials', 'chemicals']","['consumer defensive', 'healthcare products', 'food products']"
"['industries', 'heavy machinery']","['communication services', 'advertising']","['basic materials', 'metal products manufacturing', 'mining']"
"['consumer cyclical', 'automobile parts']","['industries', 'construction']","['financial services', 'stock markets, trading, capital markets']"
"['healthcare', 'financial services', 'pharmaceutical']","['industries', 'real estate', 'software and it', 'construction materials', 'investments', 'electrical products']","['healthcare', 'medical equipment']"
"['healthcare', 'pharmaceutical']","['industries', 'logistics', 'freight transport', 'chemicals', 'shipping']","['healthcare', 'biotechnology', 'technology']"
"['consumer cyclical', 'apparels and accessories', 'consumer services', 'retail']","['retail', 'pharmacy']","['consumer cyclical', 'automobile parts']"
"['financial services', 'stock markets, trading, capital markets']","['technology', 'software and it']","['healthcare', 'financial services', 'pharmaceutical']"
"['healthcare', 'medical equipment']","['healthcare', 'pharmaceutical']","['consumer cyclical', 'apparels and accessories', 'consumer services']"
"['healthcare', 'biotechnology', 'technology', 'healthcare products', 'health care diagnostics']","['basic materials', 'iron and steel', 'metals']","['healthcare', 'pharmaceutical']"
"['basic materials', 'metal products manufacturing', 'mining']","['consumer cyclical', 'consumer services']","['industries', 'heavy machinery']"
"['financial services', 'stock markets, trading, capital markets']","['consumer defensive', 'healthcare products', 'food products', 'fmcg', 'package foods']","['consumer cyclical', 'automobile', 'automobile parts']"
"['consumer cyclical', 'retail', 'internet or mobile app based business', 'ecommerce']","['healthcare', 'pharmaceutical']","['consumer cyclical', 'forest products', 'furniture']"
"['industries', 'aerospace and defense']","['consumer cyclical', 'apparels and accessories', 'consumer services', 'retail']","['technology', 'software and it', 'telecom']"
"['basic materials', 'chemicals']","['healthcare', 'financial services', 'pharmaceutical']","['utilities', 'electric utilities', 'renewable energy']"
"['technology', 'software and it', 'telecom', 'network hardware and software', 'cables and wires', 'data centers', 'networking products / solutions', 'optical fiber', 'infrastructure', 'communications equipment']","['consumer cyclical', 'automobile parts']","['industries', 'aerospace and defense']"
"['consumer cyclical', 'automobile', 'automobile parts']","['healthcare', 'biotechnology', 'technology', 'healthcare products', 'health care diagnostics']","['basic materials', 'chemicals']"
"['consumer cyclical', 'forest products', 'furniture', 'home furnishing']","['healthcare', 'medical equipment']","['consumer cyclical', 'retail', 'internet or mobile app based business']"
"['utilities', 'electric utilities', 'renewable energy']",real estate,"['financial services', 'stock markets, trading, capital markets']"
"['healthcare', 'medical equipment', 'healthcare products', 'biotechnology']","['financial services', 'stock markets, trading, capital markets']","['real estate', 'property investments', 'commercial properties']"
"['real estate', 'property investments', 'commercial properties']","['basic materials', 'metal products manufacturing', 'mining']","['healthcare', 'medical equipment', 'healthcare products']"
"['financial services', 'asset management']","['industries', 'heavy machinery']","['financial services', 'asset management']"
"['industries', 'industry machinery']","['real estate', 'property investments', 'commercial properties']",['financial services']
"['basic materials', 'chemicals']","['financial services', 'stock markets, trading, capital markets']","['technology', 'software and it']"
"['industries', 'capital goods', 'engineering products', 'construction', 'infrastructure']","['consumer cyclical', 'retail', 'internet or mobile app based business', 'ecommerce']","['financial services', 'asset management']"
"['technology', 'software and it']","['basic materials', 'chemicals']","['industries', 'plastics / plastic products', 'chemicals']"
['financial services'],"['industries', 'aerospace and defense']",[]
"['financial services', 'asset management']","['utilities', 'electric utilities', 'renewable energy']","['basic materials', 'chemicals']"
not found,"['technology', 'software and it', 'telecom', 'network hardware and software', 'cables and wires', 'data centers', 'networking products / solutions', 'optical fiber', 'infrastructure', 'communications equipment']","['industries', 'industry machinery']"
['financial services'],"['consumer cyclical', 'forest products', 'furniture', 'home furnishing']",['financial services']
"['industries', 'plastics / plastic products', 'chemicals', 'automobile parts', 'conglomerate']","['consumer cyclical', 'automobile', 'automobile parts']","['industries', 'capital goods', 'engineering products']"
"['basic materials', 'mining', 'metals', 'silver mining', 'gold mining']","['healthcare', 'medical equipment', 'healthcare products', 'biotechnology']","['basic materials', 'mining', 'metals']"
"['industries', 'construction']",financial services,"['communication services', 'gaming']"
['real estate'],"['industries', 'industry machinery']","['real estate', 'infrastructure', 'property investments']"
"['financial services', 'conglomerate']","['basic materials', 'chemicals']","['healthcare', 'pharmaceutical']"
"['technology', 'electronics']",,['real estate']
"['industries', 'construction materials', 'building products and equipment']","['industries', 'plastics / plastic products', 'chemicals', 'automobile parts', 'conglomerate']","['consumer defensive', 'food and beverage', 'food products']"
"['consumer defensive', 'food and beverage', 'food products', 'consumer non durables', 'fmcg', 'package foods']","['financial services', 'asset management']","['financial services', 'conglomerate']"
"['communication services', 'gaming']","['technology', 'software and it']","['technology', 'electronics']"
"['real estate', 'infrastructure', 'property investments']",financial services,"['industries', 'construction']"
"['healthcare', 'pharmaceutical']","['financial services', 'asset management']","['industries', 'construction materials', 'building products and equipment']"
['real estate'],"['industries', 'capital goods', 'engineering products', 'construction', 'infrastructure']",['real estate']
"['energy', 'uranium', 'mining']","['industries', 'construction']","['utilities', 'electric utilities']"
"['technology', 'semiconductors']","['technology', 'electronics']","['industries', 'metal fabrication products']"
['leisure'],"['financial services', 'conglomerate']","['financial services', 'insurance']"
"['consumer defensive', 'railway']","['consumer defensive', 'food and beverage', 'food products', 'consumer non durables', 'fmcg', 'package foods']","['healthcare', 'biotechnology']"
"['utilities', 'electric utilities']",real estate,"['consumer defensive', 'railway']"
"['healthcare', 'biotechnology']","['healthcare', 'pharmaceutical']",['leisure']
"['financial services', 'insurance']","['real estate', 'infrastructure', 'property investments']","['energy', 'uranium', 'mining']"
"['industries', 'metal fabrication products']","['communication services', 'gaming']","['technology', 'communications equipment']"
"['technology', 'communications equipment']","['basic materials', 'mining', 'metals', 'silver mining', 'gold mining']","['technology', 'semiconductors']"
"['industries', 'industry machinery']","['industries', 'construction materials', 'building products and equipment']","['industries', 'industry machinery']"
"['industries', 'railway']","['technology', 'communications equipment']","['consumer defensive', 'meat / poultry / fish / chicken', 'food products']"
['financial services'],"['energy', 'uranium', 'mining']","['healthcare', 'biotechnology', 'biopharmaceutical']"
"['healthcare', 'biotechnology', 'biopharmaceutical']",leisure,"['healthcare', 'medical equipment']"
"['technology', 'electronics', 'semiconductors']","['consumer defensive', 'railway']","['healthcare', 'medical equipment']"
"['healthcare', 'medical equipment']","['healthcare', 'biotechnology']","['industries', 'railway']"
"['healthcare', 'pharmaceutical', 'healthcare products']","['financial services', 'insurance']",['financial services']
"['basic materials', 'chemicals']","['industries', 'metal fabrication products']","['healthcare', 'pharmaceutical', 'healthcare products']"
"['healthcare', 'medical equipment']","['utilities', 'electric utilities']","['basic materials', 'chemicals']"
"['consumer defensive', 'meat / poultry / fish / chicken', 'food products', 'fmcg', 'farming / seeds / milling']",real estate,"['technology', 'electronics', 'semiconductors']"
"['industries', 'airlines', 'aviation', 'tourism', 'leisure', 'airports operating']","['technology', 'semiconductors']",['asset management']
['asset management'],"['basic materials', 'chemicals']","['industries', 'fmcg', 'food and beverage']"
"['industries', 'industry machinery']","['healthcare', 'pharmaceutical', 'healthcare products']","['financial services', 'banking services']"
"['financial services', 'banking services']",financial services,"['industries', 'industry machinery']"
"['financial services', 'banking services']","['industries', 'railway']","['financial services', 'mortgage']"
"['healthcare', 'biotechnology']","['healthcare', 'medical equipment']","['consumer cyclical', 'tourism', 'travel and transport']"
"['financial services', 'banking services']","['healthcare', 'medical equipment']","['financial services', 'banking services']"
"['financial services', 'mortgage']","['healthcare', 'biotechnology', 'biopharmaceutical']","['financial services', 'banking services']"
"['consumer cyclical', 'tourism', 'travel and transport', 'leisure']","['consumer defensive', 'meat / poultry / fish / chicken', 'food products', 'fmcg', 'farming / seeds / milling']","['industries', 'airlines', 'aviation']"
"['industries', 'fmcg', 'food and beverage', 'beverages', 'food products', 'coffee', 'tea', 'conglomerate']","['industries', 'industry machinery']","['healthcare', 'biotechnology']"
